name,brand,price,url,year,origin,transmission,body_type,engine,drive,mileage_km,seats,doors,exterior_color,interior_color,condition
BMW Series 528i,BMW,425 Triệu,https://bonbanh.com/xe-bmw-5_series-528i-2011-6384501,2011,Nhập khẩu,Số tự động,Sedan,Xăng 3.0 L,RFD - Dẫn động cầu sau,176000,5,4,Xám,Kem,Xe đã dùng
VinFast Fadil Tiêu chuẩn,Vinfast,320 Triệu,https://bonbanh.com/xe-vinfast-fadil-tieu-chuan-1.4-at-2022-6456684,2022,Lắp ráp trong nước,Số tự động,Hatchback,Xăng 1.4 L,FWD - Dẫn động cầu trước,30000,5,5,Đỏ,Đen,Xe đã dùng
VinFast Lux A Base,Vinfast,525 Triệu,https://bonbanh.com/xe-vinfast-lux_a_2.0-base-2.0-at-2021-6469094,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,20000,5,4,Đỏ,Đen,Xe đã dùng
Toyota Prado TXL,Toyota,675 Triệu,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2009-6484607,2009,Nhập khẩu,Số tự động,SUV,Xăng 2.7 L,4WD - Dẫn động 4 bánh,150000,7,5,Đen,Đen,Xe đã dùng
Ford EcoSport Titanium,Ford,385 Triệu,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2018-6281162,2018,Lắp ráp trong nước,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,90000,5,5,Trắng,Đen,Xe đã dùng
Hyundai Grand Starex Van,Hyundai,260 Triệu,https://bonbanh.com/xe-hyundai-grand_starex-van-2.4-mt-2011-6393632,2011,Nhập khẩu,Số tay,Van/Minivan,Xăng 2.4 L,RFD - Dẫn động cầu sau,130000,6,5,Bạc,Xám,Xe đã dùng
Mercedes Benz GLC 4Matic,Mercedes,895 Triệu,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-6356071,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,100000,5,5,Trắng,Kem,Xe đã dùng
Porsche Cayenne V6,Porsche,6 Tỷ 399 Triệu,https://bonbanh.com/xe-porsche-cayenne-3.0-v6-2023-6481576,2023,Nhập khẩu,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,19000,5,5,Vàng,Nhiều màu,Xe đã dùng
Mercedes Benz C class C200 Avantgarde Plus,Mercedes,1 Tỷ 330 Triệu,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2021-6345050,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,RFD - Dẫn động cầu sau,55000,5,4,Trắng,Nâu,Xe đã dùng
Mazda S,Mazda,319 Triệu,https://bonbanh.com/xe-mazda-3-s-1.6-at-2013-6432291,2013,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.6 L,FWD - Dẫn động cầu trước,90000,5,4,Trắng,Đen,Xe đã dùng
Lexus LX Urban,Lexus,8 Tỷ 790 Triệu,https://bonbanh.com/xe-lexus-lx-600-urban-2024-6436598,2024,Nhập khẩu,Số tự động,SUV,Xăng 3.4 L,AWD - 4 bánh toàn thời gian,15000,7,5,Đen,Nâu,Xe đã dùng
Peugeot AL,Peugeot,760 Triệu,https://bonbanh.com/xe-peugeot-3008-al-2022-6466307,2022,Lắp ráp trong nước,Số tự động,Crossover,Xăng 1.6 L,FWD - Dẫn động cầu trước,40000,5,5,Đen,Đen,Xe đã dùng
Volvo XC60 Ultimate Bright B6,Volvo,1 Tỷ 739 Triệu,https://bonbanh.com/xe-volvo-xc60-ultimate-bright-b6-awd-2022-6453858,2022,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,44000,5,5,Trắng,Nâu,Xe đã dùng
Hyundai Tucson Turbo HTRAC Đặc biệt,Hyundai,935 Triệu,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-htrac-dac-biet-2024-6388191,2024,Lắp ráp trong nước,Số tự động,Crossover,Xăng 1.6 L,AWD - 4 bánh toàn thời gian,7800,5,5,Trắng,Ghi,Xe đã dùng
Lexus LS,Lexus,790 Triệu,https://bonbanh.com/xe-lexus-ls-460-2009-6209265,2009,Nhập khẩu,Số tự động,Sedan,Xăng 4.6 L,RFD - Dẫn động cầu sau,120000,5,4,Đen,Đen,Xe đã dùng
Honda City,Honda,325 Triệu,https://bonbanh.com/xe-honda-city-1.5-at-2016-6295562,2016,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,81000,5,4,Đỏ,Đen,Xe đã dùng
Toyota Corolla altis .8G,Toyota,279 Triệu,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2011-6471397,2011,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.8 L,FWD - Dẫn động cầu trước,12000,5,4,Đen,Kem,Xe đã dùng
Mercedes Benz GLC 4Matic,Mercedes,2 Tỷ 300 Triệu,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-6479764,2023,Lắp ráp trong nước,Số tự động,SUV,Hybrid 2.0 L,AWD - 4 bánh toàn thời gian,17000,5,5,Đen,Nhiều màu,Xe đã dùng
VinFast VF8 Eco,Vinfast,640 Triệu,https://bonbanh.com/xe-vinfast-vf8-eco-2022-6284699,2022,Lắp ráp trong nước,Số tự động,SUV,Điện 0.2 L,AWD - 4 bánh toàn thời gian,70000,5,5,Xanh,Đen,Xe đã dùng
BMW X3 sDrive20i,BMW,1 Tỷ 559 Triệu,https://bonbanh.com/xe-bmw-x3-sdrive20i-2024-6469155,2024,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,RFD - Dẫn động cầu sau,20000,5,5,Trắng,Nâu,Xe đã dùng
Toyota Innova Cross,Toyota,855 Triệu,https://bonbanh.com/xe-toyota-innova-cross-2.0-cvt-2025-6444349,2025,Nhập khẩu,Số tự động,Crossover,Xăng 2.0 L,FWD - Dẫn động cầu trước,17000,8,5,Bạc,Nâu,Xe đã dùng
Mercedes Benz E class E200,Mercedes,1 Tỷ 39 Triệu,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2019-6260035,2019,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,70000,5,4,Đen,Đen,Xe đã dùng
Mercedes Benz GLC 4Matic,Mercedes,1 Tỷ 430 Triệu,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-6232823,2021,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,0,5,5,Đen,Kem,Xe đã dùng
Lexus LX Super Sport,Lexus,4 Tỷ 450 Triệu,https://bonbanh.com/xe-lexus-lx-570-super-sport-2015-6301544,2015,Nhập khẩu,Số tự động,SUV,Xăng 5.7 L,AWD - 4 bánh toàn thời gian,130000,7,5,Trắng,Nâu,Xe đã dùng
Kia Carnival Premium .2D 8S,Kia,1 Tỷ 399 Triệu,https://bonbanh.com/xe-kia-carnival-premium-2.2d-8s-2024-6471789,2024,Lắp ráp trong nước,Số tự động,Van/Minivan,Dầu 2.2 L,FWD - Dẫn động cầu trước,20000,8,5,Trắng,Nâu,Xe đã dùng
Toyota Prado VX,Toyota,2 Tỷ 799 Triệu,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2022-6357901,2022,Nhập khẩu,Số tự động,SUV,Xăng 2.7 L,4WD - Dẫn động 4 bánh,70000,7,5,Đen,Nâu,Xe đã dùng
Honda CRV G,Honda,775 Triệu,https://bonbanh.com/xe-honda-crv-g-2021-6474678,2021,Lắp ráp trong nước,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,60000,7,5,Trắng,Đen,Xe đã dùng
Mercedes Benz GLC 4Matic,Mercedes,855 Triệu,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-6463682,2017,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,90000,5,5,Đen,Nâu,Xe đã dùng
Hyundai SantaFe Cao cấp HTRAC,Hyundai,1 Tỷ 160 Triệu,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2023-6436995,2023,Lắp ráp trong nước,Số tự động,SUV,Dầu 2.2 L,AWD - 4 bánh toàn thời gian,0,7,5,Trắng,Nâu,Xe đã dùng
Toyota Yaris Cross D,Toyota,650 Triệu,https://bonbanh.com/xe-toyota-yaris-cross-1.5-d-cvt-2024-6434244,2024,Nhập khẩu,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,11000,5,5,Trắng,Đen,Xe đã dùng
Hyundai Accent Đặc Biệt,Hyundai,435 Triệu,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-6479072,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.4 L,FWD - Dẫn động cầu trước,48000,5,4,Đen,Nhiều màu,Xe đã dùng
Toyota Fortuner,Toyota,920 Triệu,https://bonbanh.com/xe-toyota-fortuner-2.4l-4x2-at-2022-6460051,2022,Lắp ráp trong nước,Số tự động,SUV,Dầu 2.4 L,RFD - Dẫn động cầu sau,62000,7,5,Trắng,Đen,Xe đã dùng
Toyota Land Cruiser VXR V6,Toyota,5 Tỷ 467 Triệu,https://bonbanh.com/xe-toyota-land_cruiser-vxr-3.5-v6-2024-6439845,2024,Nhập khẩu,Số tự động,SUV,Xăng 3.4 L,AWD - 4 bánh toàn thời gian,20000,7,5,Đen,Đen,Xe đã dùng
Lexus LX F Sport,Lexus,8 Tỷ 250 Triệu,https://bonbanh.com/xe-lexus-lx-600-f-sport-2023-6425633,2023,Nhập khẩu,Số tự động,SUV,Xăng 3.4 L,AWD - 4 bánh toàn thời gian,36000,5,5,Trắng,Đỏ,Xe đã dùng
Kia Sorento Premium,Kia,845 Triệu,https://bonbanh.com/xe-kia-sorento-premium-2.5-at-2022-6328571,2022,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.5 L,FWD - Dẫn động cầu trước,40000,7,5,Trắng,Kem,Xe đã dùng
Mercedes Benz G class G63 AMG,Mercedes,8 Tỷ 700 Triệu,https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2021-6308720,2021,Nhập khẩu,Số tự động,SUV,Xăng 4.0 L,AWD - 4 bánh toàn thời gian,30000,5,5,Trắng,Đỏ,Xe đã dùng
Rolls Royce Ghost V12,Rolls,4 Tỷ 350 Triệu,https://bonbanh.com/xe-rolls_royce-ghost-6.6-v12-2010-6363888,2010,Nhập khẩu,Số tự động,Sedan,Xăng 6.6 L,AWD - 4 bánh toàn thời gian,70000,4,4,Đen,Đỏ,Xe đã dùng
Ford Everest Titanium Plus,Ford,1 Tỷ 330 Triệu,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2023-6431735,2023,Nhập khẩu,Số tự động,SUV,Dầu 2.0 L,4WD - Dẫn động 4 bánh,50000,7,5,Đỏ,Nâu,Xe đã dùng
Toyota Hilux,Toyota,640 Triệu,https://bonbanh.com/xe-toyota-hilux-2.4l-4x2-at-2021-6484125,2021,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.4 L,RFD - Dẫn động cầu sau,76023,5,4,Trắng,Nâu,Xe đã dùng
Lexus RX,Lexus,2 Tỷ 850 Triệu,https://bonbanh.com/xe-lexus-rx-300-2021-6323711,2021,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,70000,5,5,Đen,Nâu,Xe đã dùng
Mercedes Benz G class G63 AMG,Mercedes,7 Tỷ 996 Triệu,https://bonbanh.com/xe-mercedes_benz-g_class-g63-amg-2020-6338778,2020,Nhập khẩu,Số tự động,SUV,Xăng 4.0 L,AWD - 4 bánh toàn thời gian,37000,5,5,Đen,Đen,Xe đã dùng
Mercedes Benz GLB 4Matic,Mercedes,1 Tỷ 499 Triệu,https://bonbanh.com/xe-mercedes_benz-glb-35-4matic-2021-6471293,2021,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,60000,7,5,Trắng,Đen,Xe đã dùng
Hyundai Tucson Đặc biệt,Hyundai,860 Triệu,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2025-6481167,2025,Lắp ráp trong nước,Số tự động,Crossover,Xăng 2.0 L,FWD - Dẫn động cầu trước,3000,5,5,Trắng,-,Xe đã dùng
VinFast VF5 Plus,Vinfast,425 Triệu,https://bonbanh.com/xe-vinfast-vf5-plus-2024-6469427,2024,Lắp ráp trong nước,Số tự động,SUV,Điện,FWD - Dẫn động cầu trước,33000,5,5,Trắng,Đen,Xe đã dùng
Kia Sonet Premium,Kia,580 Triệu,https://bonbanh.com/xe-kia-sonet-premium-1.5-at-2024-6444825,2024,Lắp ráp trong nước,Số tự động,Crossover,Xăng 1.5 L,FWD - Dẫn động cầu trước,20000,5,5,Trắng,Kem,Xe đã dùng
Suzuki Swift GLX,Suzuki,535 Triệu,https://bonbanh.com/xe-suzuki-swift-glx-1.2-at-2023-6360385,2023,Nhập khẩu,Số tự động,Hatchback,Xăng 1.2 L,FWD - Dẫn động cầu trước,10000,5,5,Trắng,Đen,Xe đã dùng
Toyota Vios G,Toyota,420 Triệu,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2021-6391460,2021,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,60000,5,4,Cát,Kem,Xe đã dùng
Mazda Luxury,Mazda,560 Triệu,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2023-6465702,2023,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,30000,5,4,Xanh,Xanh,Xe đã dùng
Toyota Camry .4G,Toyota,365 Triệu,https://bonbanh.com/xe-toyota-camry-2.4g-2011-6448078,2011,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.4 L,FWD - Dẫn động cầu trước,120000,5,4,Đen,Kem,Xe đã dùng
Mercedes Benz GLC 4Matic,Mercedes,839 Triệu,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2016-6439142,2016,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,0,5,5,Trắng,Kem,Xe đã dùng
LandRover Range Rover Autobiography LWB,Range Rover,2 Tỷ 590 Triệu,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-5.0-2014-6435787,2014,Nhập khẩu,Số tự động,SUV,Xăng 5.0 L,AWD - 4 bánh toàn thời gian,0,4,5,Xám,Kem,Xe đã dùng
Mitsubishi Outlander Premium,Mitsubishi,729 Triệu,https://bonbanh.com/xe-mitsubishi-outlander-premium-2.0-cvt-2022-6438524,2022,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,38000,7,5,Đen,Đen,Xe đã dùng
LandRover Range Rover Autobiography LWB I6 P400,Range Rover,6 Tỷ 850 Triệu,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-3.0-i6-p400-awd-2021-6457548,2021,Nhập khẩu,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,35000,5,5,Đen,Nâu,Xe đã dùng
Nissan X trail SL,Nissan,425 Triệu,https://bonbanh.com/xe-nissan-x_trail-2.0-sl-2wd-2016-6480800,2016,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,10000,7,5,Đen,Đen,Xe đã dùng
Kia Seltos Premium,Kia,555 Triệu,https://bonbanh.com/xe-kia-seltos-premium-1.4-at-2020-6301553,2020,Lắp ráp trong nước,Số tự động,Crossover,Xăng 1.4 L,FWD - Dẫn động cầu trước,80000,5,5,Đỏ,Kem,Xe đã dùng
Kia Seltos Premium,Kia,555 Triệu,https://bonbanh.com/xe-kia-seltos-premium-1.4-at-2020-6301553,2020,Lắp ráp trong nước,Số tự động,Crossover,Xăng 1.4 L,FWD - Dẫn động cầu trước,80000,5,5,Đỏ,Kem,Xe đã dùng
Toyota Fortuner .7V,Toyota,835 Triệu,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2020-6372750,2020,Nhập khẩu,Số tự động,SUV,Xăng 2.7 L,RFD - Dẫn động cầu sau,25000,7,5,Trắng,Nâu,Xe đã dùng
Mercedes Benz S class S450L,Mercedes,2 Tỷ 160 Triệu,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-2019-6468808,2019,Lắp ráp trong nước,Số tự động,Sedan,Xăng 3.0 L,RFD - Dẫn động cầu sau,60000,5,4,Trắng,Kem,Xe đã dùng
Toyota Vios E,Toyota,425 Triệu,https://bonbanh.com/xe-toyota-vios-e-cvt-2022-6484615,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,57000,5,4,Vàng,Kem,Xe đã dùng
BMW Series 730Li,BMW,1 Tỷ 750 Triệu,https://bonbanh.com/xe-bmw-7_series-730li-2018-6406796,2018,Nhập khẩu,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,0,5,4,Xanh,Kem,Xe đã dùng
Toyota Innova G,Toyota,168 Triệu,https://bonbanh.com/xe-toyota-innova-g-2008-6469783,2008,Lắp ráp trong nước,Số tay,Crossover,Xăng 2.0 L,RFD - Dẫn động cầu sau,150000,8,5,Đen,Nhiều màu,Xe đã dùng
Hyundai Grand Starex,Hyundai,555 Triệu,https://bonbanh.com/xe-hyundai-grand_starex-2.5-mt-2017-6330730,2017,Nhập khẩu,Số tay,Van/Minivan,Dầu 2.5 L,RFD - Dẫn động cầu sau,130000,9,5,Xám,Nâu,Xe đã dùng
Hyundai Accent,Hyundai,399 Triệu,https://bonbanh.com/xe-hyundai-accent-1.4-at-2022-6472451,2022,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.4 L,FWD - Dẫn động cầu trước,60000,5,4,Trắng,Đen,Xe đã dùng
Mitsubishi Outlander,Mitsubishi,540 Triệu,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2019-6453268,2019,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,48900,7,5,Nâu,Đen,Xe đã dùng
Mitsubishi Xpander Premium,Mitsubishi,565 Triệu,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-6445192,2023,Nhập khẩu,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,50000,7,5,Trắng,Đen,Xe đã dùng
Mini Cooper S,Mini,479 Triệu,https://bonbanh.com/xe-mini-cooper-s-2010-6277900,2010,Nhập khẩu,Số tự động,Coupe,Xăng 1.6 L,FWD - Dẫn động cầu trước,80000,4,2,Xanh,Đen,Xe đã dùng
Lexus RX,Lexus,1 Tỷ 160 Triệu,https://bonbanh.com/xe-lexus-rx-350-awd-2014-6367296,2014,Nhập khẩu,Số tự động,SUV,Xăng 3.5 L,AWD - 4 bánh toàn thời gian,86000,5,5,Trắng,Đen,Xe đã dùng
Infiniti QX,Infiniti,899 Triệu,https://bonbanh.com/xe-infiniti-qx-70-3.7-awd-2015-6413475,2015,Nhập khẩu,Số tự động,SUV,Xăng 3.7 L,AWD - 4 bánh toàn thời gian,93000,7,5,Đen,Kem,Xe đã dùng
Mazda CX5 Premium,Mazda,730 Triệu,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2022-6258435,2022,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.0 L,FWD - Dẫn động cầu trước,0,5,5,Xanh,Đen,Xe đã dùng
Hyundai Accent Cao cấp,Hyundai,529 Triệu,https://bonbanh.com/xe-hyundai-accent-cao-cap-1.5-at-2025-6474649,2025,Lắp ráp trong nước,Số tự động,Sedan,Xăng 1.5 L,FWD - Dẫn động cầu trước,10000,5,4,Trắng,Đen,Xe đã dùng
Kia Carnival Signature .2D,Kia,1 Tỷ 666 Triệu,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2025-6406157,2025,Lắp ráp trong nước,Số tự động,Van/Minivan,Dầu 2.2 L,FWD - Dẫn động cầu trước,3000,7,5,Trắng,Nâu,Xe đã dùng
Hyundai Creta Đặc biệt,Hyundai,585 Triệu,https://bonbanh.com/xe-hyundai-creta-dac-biet-1.5-at-2022-6471389,2022,Nhập khẩu,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,22000,5,5,Trắng,Đen,Xe đã dùng
Toyota Prado TXL,Toyota,1 Tỷ 179 Triệu,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2015-6328332,2015,Nhập khẩu,Số tự động,SUV,Xăng 2.7 L,4WD - Dẫn động 4 bánh,12000,7,5,Nâu,Đen,Xe đã dùng
Honda CRV,Honda,465 Triệu,https://bonbanh.com/xe-honda-crv-2.4-at-2015-6369860,2015,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.4 L,FWD - Dẫn động cầu trước,100000,5,5,Xám,Đen,Xe đã dùng
Mitsubishi Xpander Premium,Mitsubishi,550 Triệu,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-6403736,2023,Nhập khẩu,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,58000,7,5,Xám,Đen,Xe đã dùng
Mitsubishi Xpander Premium,Mitsubishi,550 Triệu,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-6403736,2023,Nhập khẩu,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,58000,7,5,Xám,Đen,Xe đã dùng
Mercedes Benz GLB 4Matic,Mercedes,1 Tỷ 550 Triệu,https://bonbanh.com/xe-mercedes_benz-glb-35-4matic-2021-6338792,2021,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,67000,7,5,Trắng,Đen,Xe đã dùng
Ford Transit Tiêu chuẩn,Ford,720 Triệu,https://bonbanh.com/xe-ford-transit-tieu-chuan-2024-6417162,2024,Lắp ráp trong nước,Số tay,Van/Minivan,Dầu 2.2 L,RFD - Dẫn động cầu sau,0,16,5,Đen,Đen,Xe đã dùng
Ford Explorer Limited EcoBoost,Ford,689 Triệu,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2016-6467912,2016,Nhập khẩu,Số tự động,SUV,Xăng 2.3 L,AWD - 4 bánh toàn thời gian,86000,7,5,Đen,Kem,Xe đã dùng
Mini Cooper S Door,Mini,1 Tỷ 979 Triệu,https://bonbanh.com/xe-mini-cooper-s-5-door-2024-6434092,2024,Nhập khẩu,Số tự động,Hatchback,Xăng 2.0 L,FWD - Dẫn động cầu trước,143,5,5,Trắng,Xanh,Xe đã dùng
BMW X5 xDrive40i M Sport,BMW,3 Tỷ 799 Triệu,https://bonbanh.com/xe-bmw-x5-xdrive40i-m-sport-2024-6470967,2024,Lắp ráp trong nước,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,6000,5,5,Đen,Nâu,Xe đã dùng
Mercedes Benz GLE Class GLE AMG 4Matic Coupe,Mercedes,2 Tỷ 280 Triệu,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-43-amg-4matic-coupe-2018-6420925,2018,Nhập khẩu,Số tự động,Coupe,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,30000,5,2,Đỏ,Nâu,Xe đã dùng
Ford Everest Platinum,Ford,1 Tỷ 598 Triệu,https://bonbanh.com/xe-ford-everest-platinum-2.0l-4x4-at-2024-6469496,2024,Nhập khẩu,Số tự động,SUV,Dầu 2.0 L,4WD - Dẫn động 4 bánh,10000,7,5,Trắng,Đen,Xe đã dùng
Hyundai SantaFe Đặc biệt HTRAC,Hyundai,933 Triệu,https://bonbanh.com/xe-hyundai-santafe-dac-biet-2.5l-htrac-2021-6477574,2021,Lắp ráp trong nước,Số tự động,SUV,Xăng 2.5 L,AWD - 4 bánh toàn thời gian,70000,7,5,Trắng,Nâu,Xe đã dùng
Mercedes Benz E class E300 AMG,Mercedes,1 Tỷ 350 Triệu,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2019-6420491,2019,Lắp ráp trong nước,Số tự động,Sedan,Xăng 2.0 L,RFD - Dẫn động cầu sau,42000,5,4,Trắng,Đen,Xe đã dùng
Nissan Qashqai LE,Nissan,295 Triệu,https://bonbanh.com/xe-nissan-qashqai-le-awd-2011-6455332,2011,Nhập khẩu,Số tự động,SUV,Xăng 2.0 L,AWD - 4 bánh toàn thời gian,0,5,5,Trắng,Kem,Xe đã dùng
Toyota Corolla altis .8V,Toyota,660 Triệu,https://bonbanh.com/xe-toyota-corolla_altis-1.8v-2023-6457196,2023,Nhập khẩu,Số tự động,Sedan,Xăng 1.8 L,FWD - Dẫn động cầu trước,33000,5,4,Trắng,Đen,Xe đã dùng
LandRover Range Rover Sport Autobiography V8,Range Rover,1 Tỷ 345 Triệu,https://bonbanh.com/xe-landrover-range_rover_sport-autobiography-5.0-v8-2013-6460156,2013,Nhập khẩu,Số tự động,SUV,Xăng 5.0 L,AWD - 4 bánh toàn thời gian,99000,5,5,Trắng,Nhiều màu,Xe đã dùng
Ford Ranger XLS,Ford,545 Triệu,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2020-6358073,2020,Nhập khẩu,Số tự động,Bán tải / Pickup,Dầu 2.2 L,RFD - Dẫn động cầu sau,75000,5,4,Đỏ,Nâu,Xe đã dùng
Honda CRV L,Honda,895 Triệu,https://bonbanh.com/xe-honda-crv-l-2022-6341218,2022,Lắp ráp trong nước,Số tự động,SUV,Xăng 1.5 L,FWD - Dẫn động cầu trước,60000,7,5,Đen,Đen,Xe đã dùng
Mercedes Benz E class E200 Exclusive,Mercedes,1 Tỷ 499 Triệu,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2021-6447245,2021,Lắp ráp trong nước,Số tự động,Sedan,Hybrid 2.0 L,RFD - Dẫn động cầu sau,40000,5,4,Trắng,Nâu,Xe đã dùng
Toyota Camry LE,Toyota,565 Triệu,https://bonbanh.com/xe-toyota-camry-le-2.5-2011-6316873,2011,Nhập khẩu,Số tự động,Sedan,Xăng 2.5 L,FWD - Dẫn động cầu trước,80000,5,4,Đen,Kem,Xe đã dùng
Hyundai i10 Grand Base,Hyundai,128 Triệu,https://bonbanh.com/xe-hyundai-i10-grand-1.0-mt-base-2014-6360682,2014,Nhập khẩu,Số tay,Hatchback,Xăng 1.0 L,FWD - Dẫn động cầu trước,150000,5,5,Bạc,Nhiều màu,Xe đã dùng
Toyota Camry .0Q,Toyota,985 Triệu,https://bonbanh.com/xe-toyota-camry-2.0q-2021-6483187,2021,Nhập khẩu,Số tự động,Sedan,Xăng 2.0 L,FWD - Dẫn động cầu trước,40000,5,4,Đen,Đen,Xe đã dùng
LandRover Range Rover Autobiography LWB V6,Range Rover,5 Tỷ 700 Triệu,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-3.0-v6-2019-6309900,2019,Nhập khẩu,Số tự động,SUV,Xăng 3.0 L,AWD - 4 bánh toàn thời gian,50000,4,5,Vàng,Kem,Xe đã dùng
Toyota Camry .0Q,Toyota,985 Triệu,https://bonbanh.com/xe-toyota-camry-2.0q-2021-6483187,2021,Nhập khẩu,Số tự động,Sedan,Xăng 2.0 L,FWD - Dẫn động cầu trước,40000,5,4,Đen,Đen,Xe đã dùng
